_id,numero_de_camisa_preferido,tamanho_do_sapato,quantidade_de_filhos,altura,peso,cidade_de_nascimento,renda,comida_favorita,bebida_favorita,look_que_mais_combina,videogame_favorito,tempo_de_associacao_torcedor_m,modalidade_esportiva_interesse,interesse_em_merchandising,canal_de_comunicacao_preferido
4074,5,27,7,193,113,distrito_federal,1501 a 2500,Tacos,Vinho,vintage,pes,39,natação,falso,sms
4075,1,29,1,189,103,sergipe,0 a 1500,Salada,Leite,alternativo,call_of_duty,62,golfe,verdadeiro,whatsapp
4076,20,36,3,155,46,maranhão,1501 a 2500,Acarajé,Caipirinha,elegante,fifa,45,natação,falso,sms
4077,7,32,2,201,118,mato_grosso,1501 a 2500,Pizza,Suco,urbano,call_of_duty,59,ciclismo,falso,whatsapp
4078,3,28,3,185,115,amapá,1501 a 2500,Feijoada,Smoothie,casual,fortnite,49,boxe,verdadeiro,whatsapp
4079,2,31,7,155,86,sergipe,2501 a 5000,Feijoada,Chá,moderno,call_of_duty,43,volei,falso,email
4080,9,42,1,162,41,rondônia,5001 a 10000,Sushi,Água,elegante,fifa,24,boxe,falso,sms
4081,19,21,5,195,56,pará,1501 a 2500,Churrasco,Suco,esportivo,call_of_duty,38,golfe,verdadeiro,sms
4082,17,38,6,156,94,amazonas,2501 a 5000,Sushi,Leite,moderno,call_of_duty,57,boxe,falso,sms
4083,16,23,7,163,62,pará,1501 a 2500,Salada,Vinho,alternativo,call_of_duty,7,futebol,falso,whatsapp
4084,22,20,1,176,90,pará,5001 a 10000,Lasanha,Suco,vintage,fortnite,62,tenis,verdadeiro,sms
4085,18,22,1,192,50,mato_grosso_do_sul,0 a 1500,Sushi,Cerveja,urbano,fifa,48,ciclismo,verdadeiro,email
4086,25,26,7,184,56,rio_de_janeiro,2501 a 5000,Tacos,Caipirinha,vintage,pes,31,basquete,verdadeiro,sms
4087,3,36,4,175,117,piauí,1501 a 2500,Lasanha,Smoothie,vintage,fortnite,60,volei,falso,whatsapp
4088,12,26,4,163,101,roraima,2501 a 5000,Salada,Chá,moderno,fortnite,0,natação,falso,email
4089,20,22,2,192,115,rio_de_janeiro,1501 a 2500,Pizza,Caipirinha,moderno,fortnite,51,boxe,verdadeiro,email
4090,3,33,2,170,106,distrito_federal,1501 a 2500,Churrasco,Refrigerante,casual,call_of_duty,16,boxe,verdadeiro,email
4091,3,43,4,172,101,pará,0 a 1500,Bacalhau,Chá,vintage,call_of_duty,14,basquete,verdadeiro,whatsapp
4092,10,20,6,176,113,piauí,2501 a 5000,Sushi,Chá,elegante,pes,31,atletismo,falso,sms
4093,24,42,6,187,71,sergipe,5001 a 10000,Salada,Caipirinha,elegante,call_of_duty,62,natação,verdadeiro,sms
4094,14,24,3,207,98,amapá,0 a 1500,Lasanha,Suco,elegante,fifa,53,tenis,falso,sms
4095,4,38,6,163,42,tocantins,0 a 1500,Hambúrguer,Refrigerante,urbano,pes,25,ciclismo,verdadeiro,whatsapp
4096,11,21,2,205,78,paraíba,0 a 1500,Feijoada,Café,alternativo,fifa,63,volei,verdadeiro,sms
4097,2,30,2,211,92,mato_grosso_do_sul,1501 a 2500,Acarajé,Café,moderno,fortnite,37,atletismo,falso,sms
4098,11,35,6,179,113,rondônia,0 a 1500,Hambúrguer,Café,urbano,minecraft,42,golfe,verdadeiro,sms
4099,9,43,1,174,60,bahia,1501 a 2500,Acarajé,Suco,esportivo,pes,25,basquete,falso,whatsapp
4100,26,26,3,165,64,ceará,0 a 1500,Churrasco,Vinho,elegante,call_of_duty,35,boxe,falso,sms
4101,17,27,7,203,112,são_paulo,1501 a 2500,Sushi,Chá,moderno,call_of_duty,29,tenis,verdadeiro,whatsapp
4102,15,24,3,163,49,ceará,0 a 1500,Lasanha,Refrigerante,elegante,pes,62,volei,verdadeiro,sms
4103,1,24,7,186,45,pernambuco,0 a 1500,Salada,Chá,esportivo,call_of_duty,52,golfe,verdadeiro,email
4104,12,36,7,164,127,acre,1501 a 2500,Hambúrguer,Café,casual,call_of_duty,40,boxe,falso,email
4105,17,37,7,161,47,minas_gerais,2501 a 5000,Pizza,Chá,urbano,fifa,40,golfe,falso,whatsapp
4106,3,27,5,159,125,mato_grosso,0 a 1500,Sushi,Vinho,urbano,fifa,46,basquete,falso,email
4107,22,43,1,187,56,paraíba,0 a 1500,Hambúrguer,Café,urbano,fifa,43,futebol,verdadeiro,whatsapp
4108,5,20,2,162,126,roraima,0 a 1500,Sushi,Suco,casual,pes,13,tenis,falso,sms
4109,24,28,6,207,75,pará,0 a 1500,Acarajé,Caipirinha,alternativo,fortnite,17,atletismo,falso,whatsapp
4110,24,24,5,194,48,paraíba,0 a 1500,Acarajé,Caipirinha,elegante,fortnite,35,atletismo,verdadeiro,email
4111,17,40,2,195,74,pernambuco,0 a 1500,Tacos,Suco,vintage,call_of_duty,57,boxe,verdadeiro,sms
4112,14,42,6,208,90,acre,0 a 1500,Tacos,Smoothie,moderno,pes,29,golfe,falso,sms
4113,23,23,1,194,90,amazonas,0 a 1500,Acarajé,Cerveja,vintage,minecraft,54,basquete,falso,sms
4114,16,41,1,196,52,bahia,1501 a 2500,Churrasco,Smoothie,vintage,fifa,59,atletismo,verdadeiro,sms
4115,20,31,4,184,45,pernambuco,1501 a 2500,Hambúrguer,Suco,moderno,minecraft,29,futebol,falso,sms
4116,9,21,7,205,101,rio_grande_do_norte,0 a 1500,Sushi,Caipirinha,vintage,fortnite,26,futebol,verdadeiro,sms
4117,23,37,1,208,52,pará,0 a 1500,Bacalhau,Água,alternativo,fifa,51,futebol,verdadeiro,whatsapp
4118,19,38,3,205,72,goiás,1501 a 2500,Acarajé,Suco,alternativo,fortnite,1,futebol,verdadeiro,whatsapp
4119,1,20,3,164,42,rio_de_janeiro,1501 a 2500,Pizza,Vinho,elegante,fifa,27,futebol,verdadeiro,sms
4120,15,30,2,207,46,amazonas,1501 a 2500,Hambúrguer,Caipirinha,esportivo,call_of_duty,10,golfe,verdadeiro,whatsapp
4121,23,37,5,176,58,distrito_federal,1501 a 2500,Churrasco,Leite,moderno,call_of_duty,60,golfe,verdadeiro,email
4122,14,39,7,160,71,mato_grosso,1501 a 2500,Feijoada,Vinho,vintage,call_of_duty,11,ciclismo,falso,whatsapp
4123,26,42,2,161,91,rondônia,0 a 1500,Feijoada,Café,elegante,fifa,32,atletismo,falso,email
4124,25,26,6,204,117,alagoas,0 a 1500,Sushi,Caipirinha,vintage,minecraft,52,atletismo,verdadeiro,sms
4125,21,42,6,183,93,rio_de_janeiro,1501 a 2500,Churrasco,Leite,elegante,pes,63,volei,verdadeiro,sms
4126,6,28,7,207,75,paraíba,0 a 1500,Lasanha,Água,casual,fifa,2,ciclismo,verdadeiro,sms
4127,7,31,3,191,114,minas_gerais,1501 a 2500,Acarajé,Smoothie,casual,call_of_duty,33,golfe,verdadeiro,sms
4128,8,32,7,206,86,amazonas,0 a 1500,Lasanha,Refrigerante,casual,fifa,55,volei,falso,whatsapp
4129,4,39,6,164,109,são_paulo,0 a 1500,Hambúrguer,Caipirinha,esportivo,minecraft,6,futebol,verdadeiro,whatsapp
4130,23,27,5,168,41,paraíba,0 a 1500,Salada,Chá,casual,fortnite,33,atletismo,verdadeiro,email
4131,3,20,5,164,59,maranhão,1501 a 2500,Sushi,Água,alternativo,fifa,29,basquete,verdadeiro,whatsapp
4132,25,24,7,177,126,bahia,0 a 1500,Lasanha,Vinho,elegante,call_of_duty,16,atletismo,falso,whatsapp
4133,21,25,7,179,120,alagoas,1501 a 2500,Pizza,Refrigerante,esportivo,call_of_duty,10,futebol,verdadeiro,sms
4134,26,38,5,204,102,pará,0 a 1500,Tacos,Água,elegante,minecraft,64,boxe,verdadeiro,whatsapp
4135,9,43,5,176,127,goiás,0 a 1500,Sushi,Smoothie,elegante,fortnite,0,futebol,verdadeiro,email
4136,23,33,4,165,89,amapá,0 a 1500,Salada,Refrigerante,alternativo,pes,50,atletismo,verdadeiro,sms
4137,21,41,3,155,67,pará,0 a 1500,Feijoada,Suco,elegante,call_of_duty,50,basquete,verdadeiro,email
4138,24,38,1,202,69,alagoas,0 a 1500,Salada,Chá,elegante,minecraft,2,volei,falso,whatsapp
4139,17,24,5,167,127,amazonas,0 a 1500,Churrasco,Cerveja,alternativo,minecraft,47,futebol,verdadeiro,email
4140,24,29,7,208,81,acre,0 a 1500,Pizza,Suco,moderno,pes,11,natação,verdadeiro,sms
4141,19,21,5,202,91,maranhão,0 a 1500,Salada,Suco,moderno,pes,43,boxe,falso,email
4142,14,41,7,161,99,paraná,0 a 1500,Churrasco,Refrigerante,casual,fortnite,36,tenis,verdadeiro,whatsapp
4143,25,30,4,160,42,minas_gerais,1501 a 2500,Lasanha,Leite,casual,fifa,58,natação,verdadeiro,sms
4144,18,42,5,191,62,santa_catarina,1501 a 2500,Pizza,Cerveja,alternativo,pes,0,basquete,verdadeiro,sms
4145,6,37,7,186,120,mato_grosso,0 a 1500,Acarajé,Leite,vintage,call_of_duty,52,futebol,verdadeiro,email
4146,4,23,5,154,101,rondônia,1501 a 2500,Bacalhau,Caipirinha,alternativo,pes,28,basquete,verdadeiro,sms
4147,7,24,2,206,68,paraná,1501 a 2500,Bacalhau,Refrigerante,vintage,call_of_duty,37,tenis,verdadeiro,email
4148,23,29,5,183,90,acre,1501 a 2500,Pizza,Refrigerante,casual,call_of_duty,3,boxe,falso,sms
4149,21,40,7,202,65,amazonas,1501 a 2500,Pizza,Leite,elegante,pes,25,atletismo,verdadeiro,whatsapp
4150,6,20,5,182,51,amapá,2501 a 5000,Acarajé,Suco,esportivo,pes,44,boxe,verdadeiro,sms
4151,16,32,4,199,46,piauí,0 a 1500,Sushi,Vinho,alternativo,call_of_duty,9,natação,verdadeiro,whatsapp
4152,21,28,6,205,96,paraná,0 a 1500,Sushi,Caipirinha,casual,pes,64,golfe,falso,whatsapp
4153,24,30,2,158,69,rio_grande_do_norte,0 a 1500,Lasanha,Leite,casual,fortnite,38,volei,falso,whatsapp
4154,19,33,4,187,49,roraima,0 a 1500,Acarajé,Café,elegante,minecraft,58,ciclismo,verdadeiro,sms
4155,22,28,7,173,95,alagoas,0 a 1500,Tacos,Chá,elegante,pes,25,basquete,falso,email
4156,11,40,1,155,78,rio_grande_do_sul,1501 a 2500,Churrasco,Cerveja,esportivo,call_of_duty,37,basquete,verdadeiro,sms
4157,23,36,7,158,67,ceará,1501 a 2500,Feijoada,Suco,urbano,call_of_duty,26,basquete,falso,whatsapp
4158,7,39,7,174,107,rio_grande_do_sul,0 a 1500,Sushi,Smoothie,moderno,pes,66,futebol,verdadeiro,sms
4159,13,31,1,190,43,acre,0 a 1500,Feijoada,Chá,alternativo,call_of_duty,13,basquete,verdadeiro,email
4160,9,31,2,185,83,maranhão,0 a 1500,Lasanha,Chá,casual,fifa,18,natação,verdadeiro,sms
4161,12,42,5,161,111,santa_catarina,1501 a 2500,Tacos,Vinho,vintage,call_of_duty,33,boxe,verdadeiro,whatsapp
4162,21,20,4,168,72,são_paulo,0 a 1500,Lasanha,Leite,esportivo,fifa,34,basquete,verdadeiro,email
4163,25,34,4,164,86,pará,0 a 1500,Salada,Suco,vintage,fortnite,48,basquete,falso,email
4164,5,20,1,209,58,pará,0 a 1500,Hambúrguer,Caipirinha,elegante,fifa,64,boxe,falso,sms
4165,2,26,4,177,61,ceará,0 a 1500,Lasanha,Vinho,moderno,fifa,45,basquete,verdadeiro,whatsapp
4166,5,25,1,205,50,rondônia,1501 a 2500,Salada,Refrigerante,urbano,pes,37,futebol,verdadeiro,sms
4167,12,36,4,192,48,pernambuco,1501 a 2500,Salada,Café,alternativo,fortnite,29,tenis,falso,email
4168,4,23,7,205,65,amapá,1501 a 2500,Tacos,Vinho,elegante,pes,16,tenis,verdadeiro,sms
4169,24,34,5,171,49,amapá,1501 a 2500,Tacos,Café,elegante,pes,13,ciclismo,falso,whatsapp
4170,7,20,1,159,72,distrito_federal,1501 a 2500,Bacalhau,Chá,alternativo,minecraft,48,atletismo,falso,whatsapp
4171,18,31,2,162,123,são_paulo,1501 a 2500,Feijoada,Smoothie,elegante,minecraft,30,futebol,falso,email
4172,18,30,5,154,88,espírito_santo,0 a 1500,Salada,Café,esportivo,fortnite,31,natação,verdadeiro,email
4173,16,42,3,187,64,rondônia,1501 a 2500,Bacalhau,Refrigerante,casual,fifa,62,basquete,verdadeiro,sms
4174,15,43,7,156,49,roraima,0 a 1500,Sushi,Chá,esportivo,pes,38,tenis,falso,email
4175,15,40,4,159,87,alagoas,0 a 1500,Hambúrguer,Caipirinha,moderno,fifa,8,atletismo,verdadeiro,whatsapp
4176,9,34,1,174,93,goiás,1501 a 2500,Sushi,Vinho,casual,fortnite,20,volei,falso,sms
4177,23,22,4,155,53,alagoas,0 a 1500,Acarajé,Vinho,alternativo,fifa,25,ciclismo,falso,whatsapp
4178,18,31,3,210,117,pará,0 a 1500,Tacos,Café,moderno,pes,60,ciclismo,verdadeiro,email
4179,11,41,2,167,111,amazonas,0 a 1500,Hambúrguer,Refrigerante,urbano,fortnite,7,basquete,verdadeiro,email
4180,21,24,4,172,56,rondônia,2501 a 5000,Hambúrguer,Refrigerante,moderno,minecraft,14,tenis,falso,sms
4181,14,41,7,208,47,paraná,0 a 1500,Salada,Smoothie,alternativo,fifa,6,basquete,falso,email
4182,2,40,7,207,109,paraná,1501 a 2500,Hambúrguer,Refrigerante,casual,call_of_duty,29,volei,verdadeiro,whatsapp
4183,8,25,4,189,113,distrito_federal,1501 a 2500,Lasanha,Caipirinha,casual,call_of_duty,56,basquete,falso,email
4184,3,26,4,195,57,rio_grande_do_norte,0 a 1500,Lasanha,Caipirinha,elegante,fortnite,15,natação,verdadeiro,email
4185,24,25,4,197,65,ceará,0 a 1500,Feijoada,Leite,vintage,minecraft,45,atletismo,falso,email
4186,23,39,3,181,95,maranhão,0 a 1500,Feijoada,Café,alternativo,pes,10,natação,falso,email
4187,9,25,4,173,96,pará,1501 a 2500,Hambúrguer,Smoothie,moderno,fortnite,33,golfe,falso,sms
4188,15,22,3,174,99,roraima,0 a 1500,Hambúrguer,Leite,vintage,pes,25,golfe,verdadeiro,email
4189,14,41,5,171,49,piauí,0 a 1500,Tacos,Leite,alternativo,call_of_duty,28,ciclismo,verdadeiro,sms
4190,11,22,5,193,44,rio_grande_do_norte,0 a 1500,Churrasco,Cerveja,urbano,fifa,37,futebol,falso,sms
4191,1,20,1,178,100,pará,0 a 1500,Bacalhau,Suco,elegante,fortnite,63,golfe,verdadeiro,sms
4192,21,37,7,191,85,santa_catarina,0 a 1500,Tacos,Smoothie,alternativo,fortnite,18,ciclismo,falso,email
4193,16,23,2,177,60,espírito_santo,1501 a 2500,Bacalhau,Caipirinha,moderno,call_of_duty,67,boxe,verdadeiro,whatsapp
4194,8,40,2,180,82,maranhão,0 a 1500,Pizza,Café,elegante,minecraft,12,futebol,verdadeiro,sms
4195,6,43,1,178,88,paraná,0 a 1500,Churrasco,Vinho,casual,call_of_duty,53,golfe,verdadeiro,email
4196,8,31,2,158,93,sergipe,0 a 1500,Hambúrguer,Cerveja,urbano,call_of_duty,7,natação,falso,whatsapp
4197,26,27,5,191,106,distrito_federal,0 a 1500,Sushi,Leite,alternativo,call_of_duty,17,atletismo,falso,email
4198,8,43,1,158,108,acre,1501 a 2500,Acarajé,Smoothie,casual,minecraft,52,golfe,verdadeiro,sms
4199,26,30,4,185,52,rio_de_janeiro,1501 a 2500,Salada,Café,urbano,fortnite,38,basquete,falso,email
4200,6,31,2,184,77,amapá,0 a 1500,Churrasco,Cerveja,esportivo,minecraft,18,volei,verdadeiro,whatsapp
4201,19,31,5,174,78,amazonas,0 a 1500,Pizza,Leite,urbano,minecraft,10,basquete,falso,sms
4202,10,34,4,162,45,bahia,0 a 1500,Feijoada,Vinho,alternativo,minecraft,29,natação,verdadeiro,email
4203,25,20,1,193,75,roraima,2501 a 5000,Lasanha,Água,esportivo,call_of_duty,63,futebol,falso,whatsapp
4204,14,25,1,163,106,rondônia,0 a 1500,Tacos,Leite,esportivo,minecraft,20,futebol,falso,email
4205,15,40,3,153,126,amazonas,1501 a 2500,Salada,Água,moderno,call_of_duty,1,futebol,verdadeiro,email
4206,1,28,7,183,125,maranhão,1501 a 2500,Hambúrguer,Suco,elegante,call_of_duty,55,tenis,falso,whatsapp
4207,11,30,7,197,62,rio_grande_do_sul,5001 a 10000,Pizza,Leite,elegante,fifa,58,natação,falso,whatsapp
4208,3,35,1,168,82,paraíba,0 a 1500,Acarajé,Cerveja,alternativo,minecraft,39,boxe,falso,sms
4209,19,42,5,155,43,maranhão,1501 a 2500,Sushi,Caipirinha,elegante,pes,60,boxe,verdadeiro,whatsapp
4210,3,26,5,203,56,paraíba,0 a 1500,Acarajé,Cerveja,elegante,minecraft,16,futebol,verdadeiro,sms
4211,8,28,4,180,128,maranhão,0 a 1500,Sushi,Leite,moderno,fifa,6,ciclismo,falso,email
4212,7,40,4,209,120,piauí,0 a 1500,Salada,Café,urbano,pes,62,atletismo,verdadeiro,whatsapp
4213,5,26,1,157,44,ceará,1501 a 2500,Pizza,Smoothie,casual,call_of_duty,8,golfe,verdadeiro,sms
4214,10,22,7,193,77,amazonas,0 a 1500,Sushi,Smoothie,elegante,pes,10,golfe,verdadeiro,sms
4215,11,34,3,211,102,paraná,0 a 1500,Acarajé,Vinho,vintage,call_of_duty,26,futebol,verdadeiro,email
4216,14,35,7,169,119,pará,0 a 1500,Hambúrguer,Água,elegante,pes,1,volei,falso,email
4217,18,32,5,157,124,rio_grande_do_norte,0 a 1500,Sushi,Chá,casual,fortnite,35,futebol,verdadeiro,email
4218,1,33,2,164,121,roraima,0 a 1500,Feijoada,Chá,vintage,call_of_duty,15,boxe,falso,email
4219,1,41,3,199,103,tocantins,1501 a 2500,Pizza,Leite,elegante,call_of_duty,13,natação,verdadeiro,email
4220,21,26,4,196,86,bahia,1501 a 2500,Pizza,Chá,alternativo,fortnite,62,boxe,falso,email
4221,16,25,1,172,88,amapá,0 a 1500,Tacos,Caipirinha,casual,pes,34,futebol,falso,sms
4222,16,37,5,204,120,ceará,2501 a 5000,Tacos,Café,casual,fifa,53,natação,verdadeiro,whatsapp
4223,8,27,3,173,81,sergipe,1501 a 2500,Bacalhau,Cerveja,casual,fortnite,2,tenis,verdadeiro,sms
4224,2,27,3,206,45,mato_grosso_do_sul,1501 a 2500,Bacalhau,Vinho,casual,call_of_duty,50,volei,falso,sms
4225,21,30,5,185,91,bahia,0 a 1500,Feijoada,Suco,elegante,pes,56,golfe,verdadeiro,sms
4226,19,25,6,188,46,roraima,1501 a 2500,Bacalhau,Leite,alternativo,minecraft,49,futebol,falso,sms
4227,19,33,2,186,125,pernambuco,0 a 1500,Churrasco,Água,urbano,fortnite,14,atletismo,falso,sms
4228,25,30,7,178,66,tocantins,0 a 1500,Churrasco,Refrigerante,alternativo,fortnite,47,ciclismo,verdadeiro,email
4229,10,21,7,167,112,tocantins,1501 a 2500,Churrasco,Caipirinha,urbano,pes,22,atletismo,falso,whatsapp
4230,7,20,1,207,85,paraná,0 a 1500,Hambúrguer,Leite,urbano,call_of_duty,22,tenis,verdadeiro,sms
4231,25,28,4,210,86,são_paulo,0 a 1500,Feijoada,Leite,elegante,pes,56,volei,falso,email
4232,5,32,3,198,76,rondônia,0 a 1500,Feijoada,Caipirinha,esportivo,fortnite,14,golfe,verdadeiro,email
4233,17,30,6,200,66,pernambuco,0 a 1500,Lasanha,Vinho,elegante,call_of_duty,1,boxe,verdadeiro,sms
4234,13,38,5,154,80,ceará,1501 a 2500,Sushi,Vinho,urbano,pes,48,tenis,verdadeiro,sms
4235,17,31,5,166,55,tocantins,0 a 1500,Salada,Leite,vintage,fifa,23,basquete,falso,whatsapp
4236,8,42,6,191,70,alagoas,0 a 1500,Churrasco,Suco,moderno,fortnite,42,tenis,verdadeiro,whatsapp
4237,13,29,3,190,100,amapá,0 a 1500,Tacos,Água,urbano,fortnite,58,volei,verdadeiro,sms
4238,21,24,2,191,54,espírito_santo,2501 a 5000,Salada,Água,casual,minecraft,6,volei,falso,email
4239,16,30,5,166,124,roraima,1501 a 2500,Bacalhau,Leite,vintage,fifa,35,atletismo,verdadeiro,sms
4240,13,26,3,156,110,alagoas,0 a 1500,Feijoada,Leite,elegante,call_of_duty,58,golfe,falso,sms
4241,16,23,5,199,96,rondônia,0 a 1500,Sushi,Água,urbano,fortnite,39,golfe,falso,sms
4242,10,32,1,208,64,amazonas,1501 a 2500,Sushi,Água,elegante,fortnite,7,ciclismo,falso,sms
4243,11,37,6,157,78,mato_grosso_do_sul,1501 a 2500,Salada,Leite,urbano,fortnite,33,tenis,falso,sms
4244,10,37,1,207,91,distrito_federal,0 a 1500,Sushi,Vinho,vintage,minecraft,17,golfe,falso,sms
4245,17,30,7,190,119,paraná,1501 a 2500,Lasanha,Vinho,urbano,fifa,35,tenis,verdadeiro,whatsapp
4246,6,30,6,172,54,alagoas,0 a 1500,Lasanha,Refrigerante,moderno,fifa,9,volei,verdadeiro,whatsapp
4247,6,43,2,163,46,goiás,0 a 1500,Lasanha,Chá,moderno,minecraft,44,basquete,falso,email
4248,21,25,6,194,102,mato_grosso_do_sul,0 a 1500,Acarajé,Cerveja,alternativo,minecraft,24,basquete,verdadeiro,sms
4249,4,24,7,206,117,goiás,1501 a 2500,Churrasco,Cerveja,vintage,fortnite,47,natação,verdadeiro,whatsapp
4250,10,43,6,155,82,alagoas,1501 a 2500,Feijoada,Refrigerante,elegante,call_of_duty,19,atletismo,verdadeiro,email
4251,16,32,1,179,121,tocantins,1501 a 2500,Sushi,Chá,esportivo,call_of_duty,43,basquete,falso,email
4252,5,35,6,181,88,maranhão,0 a 1500,Feijoada,Vinho,urbano,pes,6,ciclismo,verdadeiro,sms
4253,11,40,7,205,95,distrito_federal,1501 a 2500,Sushi,Cerveja,casual,fifa,67,natação,verdadeiro,sms
4254,5,31,1,172,58,ceará,1501 a 2500,Acarajé,Smoothie,vintage,fifa,37,boxe,falso,email
4255,5,39,4,167,86,rio_grande_do_norte,0 a 1500,Pizza,Cerveja,urbano,fifa,56,basquete,verdadeiro,sms
4256,26,36,4,207,55,mato_grosso,1501 a 2500,Bacalhau,Caipirinha,casual,fortnite,9,atletismo,falso,email
4257,20,42,6,210,81,são_paulo,1501 a 2500,Acarajé,Refrigerante,esportivo,fortnite,32,ciclismo,falso,whatsapp
4258,26,31,6,176,116,mato_grosso_do_sul,1501 a 2500,Lasanha,Leite,vintage,fortnite,45,tenis,falso,sms
4259,8,30,2,160,86,paraná,0 a 1500,Bacalhau,Vinho,elegante,call_of_duty,62,ciclismo,falso,whatsapp
4260,15,40,2,201,103,minas_gerais,0 a 1500,Pizza,Chá,alternativo,fifa,1,basquete,falso,sms
4261,19,38,5,181,47,rio_grande_do_norte,1501 a 2500,Hambúrguer,Água,esportivo,minecraft,15,basquete,verdadeiro,sms
4262,20,22,6,159,84,maranhão,0 a 1500,Sushi,Chá,casual,pes,13,atletismo,falso,whatsapp
4263,7,41,7,182,64,bahia,1501 a 2500,Hambúrguer,Leite,moderno,pes,6,ciclismo,falso,sms
4264,4,37,4,178,123,tocantins,0 a 1500,Acarajé,Suco,casual,fifa,62,tenis,verdadeiro,whatsapp
4265,1,33,6,188,68,roraima,0 a 1500,Hambúrguer,Refrigerante,urbano,fortnite,58,atletismo,verdadeiro,email
4266,21,25,5,198,68,pernambuco,0 a 1500,Lasanha,Suco,urbano,pes,19,basquete,verdadeiro,whatsapp
4267,5,38,3,199,101,paraíba,2501 a 5000,Sushi,Smoothie,casual,pes,41,natação,falso,whatsapp
4268,3,34,3,209,125,minas_gerais,0 a 1500,Churrasco,Smoothie,casual,pes,59,atletismo,falso,whatsapp
4269,19,35,2,210,46,maranhão,0 a 1500,Lasanha,Smoothie,elegante,pes,24,basquete,verdadeiro,sms
4270,15,39,7,164,95,rio_de_janeiro,0 a 1500,Hambúrguer,Caipirinha,alternativo,minecraft,0,ciclismo,verdadeiro,whatsapp
4271,14,35,3,211,48,rio_de_janeiro,1501 a 2500,Bacalhau,Leite,urbano,pes,46,ciclismo,verdadeiro,whatsapp
4272,26,40,2,185,71,paraná,1501 a 2500,Churrasco,Smoothie,alternativo,minecraft,12,golfe,verdadeiro,email
4273,17,22,2,158,56,amapá,0 a 1500,Hambúrguer,Vinho,alternativo,call_of_duty,30,natação,falso,email
4274,2,31,6,169,79,sergipe,0 a 1500,Lasanha,Suco,elegante,fortnite,58,golfe,falso,email
4275,1,33,1,206,54,paraná,0 a 1500,Acarajé,Smoothie,elegante,pes,21,natação,falso,email
4276,18,26,1,163,119,bahia,0 a 1500,Lasanha,Refrigerante,casual,call_of_duty,58,futebol,falso,email
4277,20,25,5,153,127,mato_grosso_do_sul,0 a 1500,Pizza,Cerveja,elegante,minecraft,45,tenis,falso,email
4278,24,25,7,198,81,são_paulo,1501 a 2500,Salada,Cerveja,urbano,fifa,29,basquete,verdadeiro,sms
4279,7,34,6,211,126,piauí,2501 a 5000,Salada,Café,esportivo,minecraft,43,ciclismo,falso,email
4280,8,37,7,208,54,rio_grande_do_sul,0 a 1500,Salada,Vinho,elegante,minecraft,8,tenis,falso,whatsapp
4281,5,27,6,203,78,espírito_santo,0 a 1500,Bacalhau,Refrigerante,casual,fortnite,13,golfe,falso,sms
4282,16,37,5,157,89,são_paulo,0 a 1500,Hambúrguer,Refrigerante,esportivo,fifa,48,natação,verdadeiro,email
4283,8,28,5,177,125,tocantins,1501 a 2500,Churrasco,Café,urbano,minecraft,2,ciclismo,verdadeiro,whatsapp
4284,22,20,3,195,46,rio_de_janeiro,1501 a 2500,Hambúrguer,Leite,casual,fifa,27,ciclismo,falso,sms
4285,6,41,5,170,91,pernambuco,1501 a 2500,Lasanha,Chá,vintage,minecraft,52,natação,falso,email
4286,9,24,4,157,73,goiás,0 a 1500,Churrasco,Leite,moderno,fifa,27,golfe,verdadeiro,email
4287,22,20,2,166,70,alagoas,2501 a 5000,Sushi,Leite,casual,fortnite,10,futebol,verdadeiro,whatsapp
4288,21,25,3,175,41,acre,1501 a 2500,Tacos,Refrigerante,alternativo,call_of_duty,13,golfe,falso,email
4289,24,40,7,202,40,santa_catarina,0 a 1500,Churrasco,Água,esportivo,minecraft,63,basquete,verdadeiro,sms
4290,18,23,5,160,101,pará,1501 a 2500,Hambúrguer,Suco,moderno,pes,44,natação,verdadeiro,sms
4291,14,26,2,201,61,minas_gerais,0 a 1500,Lasanha,Refrigerante,moderno,fifa,54,ciclismo,falso,sms
4292,17,21,7,179,77,rio_de_janeiro,2501 a 5000,Bacalhau,Caipirinha,esportivo,fortnite,66,ciclismo,verdadeiro,whatsapp
4293,6,29,6,203,92,amazonas,2501 a 5000,Tacos,Refrigerante,casual,fortnite,16,boxe,verdadeiro,sms
4294,10,32,6,191,59,goiás,1501 a 2500,Sushi,Caipirinha,elegante,fifa,22,ciclismo,verdadeiro,whatsapp
4295,20,43,6,172,74,tocantins,0 a 1500,Hambúrguer,Água,urbano,fortnite,25,volei,falso,sms
4296,8,35,7,179,72,rio_grande_do_sul,2501 a 5000,Hambúrguer,Água,esportivo,fortnite,25,basquete,falso,whatsapp
